Appareil suivi;ID logement;Consommation annuelle  AN1;Consommation annuelle AN2;Type
Lave vaisselle;910;157,3;;
Lave vaisselle;911;275,2;282,3;
Lave vaisselle;1001;87,8;99,9;
Lave vaisselle;1002;84,1;97,0;
Lave vaisselle;1004;233,5;257,2;
Lave vaisselle;1005;170,0;184,7;
Lave vaisselle;1006;187,9;157,1;
Lave vaisselle;1007;51,4;89,3;
Lave vaisselle;1008;386,6;;
Lave vaisselle;1009;207,1;226,0;
Lave vaisselle;1010;97,3;86,0;
Lave vaisselle;1011;301,8;298,5;
Lave vaisselle;120;;77,2;
Lave vaisselle;121;;93,8;
Lave vaisselle;122;;118,9;
Lave vaisselle;123;;93,0;
Lave vaisselle;303;;0,0;
Lave vaisselle;326;;115,7;
Lave vaisselle;421;;152,8;
Lave vaisselle;620;;81,4;
Lave vaisselle;720;;235,8;
Lave vaisselle;721;;167,4;
Lave vaisselle;722;;74,0;
Lave vaisselle;820;;75,4;
Lave vaisselle;821;;126,8;
Lave vaisselle;822;;102,7;
Lave vaisselle;823;;99,3;
Lave vaisselle;921;;193,6;
Lave vaisselle;204;;73,3;
Lave vaisselle;803;;179,7;
Loisirs;406;759,8;794,9;Aquarium avec chauffage
Loisirs;209;688,3;953,7;Aquarium avec chauffage
Loisirs;105;52,7;37,6;Aquarium juste pompe
Loisirs;401;29,1;;Aquarium juste pompe
Loisirs;406;14,2;;Aquarium juste pompe
Loisirs;803;36,8;38,3;Balneo
Loisirs;806;35,3;1,3;Lit Motorise
Loisirs;503;24,8;27,3;Adoucisseur
Loisirs;804;13,4;14,8;Adoucisseur
Loisirs;106;0,0;;Tapis De Course
Loisirs;421;;69,7;Aquarium juste pompe
Loisirs;722;;36,0;Aquarium juste pompe
Loisirs;508;;873,4;Aquarium avec chauffage
Loisirs;201;;537,0;Aquarium avec chauffage
Mini_Fours;105;127,4;152,3;
Mini_Fours;204;11,0;;
Mini_Fours;210;124,3;190,2;
Mini_Fours;301;22,2;19,1;
Mini_Fours;307;107,8;;
Mini_Fours;311;45,3;46,2;
Mini_Fours;403;50,9;0,0;
Mini_Fours;408;61,4;;
Mini_Fours;603;50,2;109,3;
Mini_Fours;702;4,9;;
Mini_Fours;810;197,7;189,4;
Mini_Fours;904;34,7;;
Mini_Fours;907;20,4;30,6;
Mini_Fours;909;98,6;84,2;
Mini_Fours;1002;16,9;24,0;
Mini_Fours;1003;5,1;7,4;
Mini_Fours;1006;17,0;;
Mini_Fours;320;;7,8;
Mini_Fours;206;;328,9;
Mobilité_électrique;1008;6,7;;TROTINETTE ÉLECTRIQUE
Mobilité_électrique;703;11,9;8,9;VÉLO ÉLECTRIQUE
Mobilité_électrique;806;6,8;7,8;VÉLO ÉLECTRIQUE
Mobilité_électrique;911;4,1;1,1;VÉLO ÉLECTRIQUE
Mobilité_électrique;1005;22,1;15,2;VÉLO ÉLECTRIQUE
Mobilité_électrique;1006;9,2;31,0;VÉLO ÉLECTRIQUE
Mobilité_électrique;720;;1,3;VÉLO ÉLECTRIQUE
Multicuiseurs;103;2,1;0,1;
Multicuiseurs;105;5,7;10,1;
Multicuiseurs;206;16,2;66,6;
Multicuiseurs;207;2,7;3,2;
Multicuiseurs;304;4,8;;
Multicuiseurs;401;12,5;;
Multicuiseurs;402;1,9;0,6;
Multicuiseurs;404;4,0;8,5;
Multicuiseurs;404;0,0;;
Multicuiseurs;409;3,2;6,6;
Multicuiseurs;502;38,4;31,6;
Multicuiseurs;505;41,7;25,4;
Multicuiseurs;506;2,9;3,8;
Multicuiseurs;508;20,3;21,0;
Multicuiseurs;510;6,0;9,5;
Multicuiseurs;601;17,8;21,1;
Multicuiseurs;605;1,0;0,9;
Multicuiseurs;608;1,9;3,2;
Multicuiseurs;702;91,9;46,5;
Multicuiseurs;801;63,3;50,8;
Multicuiseurs;802;51,0;;
Multicuiseurs;803;3,8;29,4;
Multicuiseurs;804;6,2;8,7;
Multicuiseurs;902;3,8;21,8;
Multicuiseurs;907;4,9;1,6;
Multicuiseurs;911;22,4;21,7;
Multicuiseurs;1007;13,0;;
Multicuiseurs;1008;8,1;;
Multicuiseurs;1011;21,0;22,5;
Multicuiseurs;101;;3,8;
Multicuiseurs;121;;20,4;
Multicuiseurs;122;;3,5;
Multicuiseurs;326;;22,1;
Multicuiseurs;410;;37,3;
Multicuiseurs;721;;15,1;
Multicuiseurs;822;;5,8;
Multicuiseurs;510;;62,2;
Nettoyage_sols;1011;3,3;0,7;ASPIRATEUR À MAIN
Nettoyage_sols;402;;2,8;ASPIRATEUR À MAIN
Nettoyage_sols;108;13,0;;ASPIRATEUR CENTRALISÉ
Nettoyage_sols;410;33,9;35,4;ASPIRATEUR CENTRALISÉ
Nettoyage_sols;1010;7,9;5,6;ASPIRATEUR CENTRALISÉ
Nettoyage_sols;721;;19,6;ASPIRATEUR CENTRALISÉ
Nettoyage_sols;305;3,3;3,1;ASPIRATEUR FILAIRE
Nettoyage_sols;606;15,7;15,0;ASPIRATEUR FILAIRE
Nettoyage_sols;708;4,1;;ASPIRATEUR FILAIRE
Nettoyage_sols;805;51,4;39,3;ASPIRATEUR FILAIRE
Nettoyage_sols;105;7,1;3,4;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;209;6,3;12,1;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;401;3,5;;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;404;3,3;5,3;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;409;2,9;3,7;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;605;0,9;0,8;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;708;3,0;;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;801;8,2;8,9;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;802;10,3;;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;912;5,0;;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;1001;1,0;;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;1007;3,4;6,2;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;121;;1,0;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;123;;0,6;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;806;;43,4;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;822;;2,2;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;823;;4,2;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;121;;3,0;ASPIRATEUR RECHARGEABLE
Nettoyage_sols;508;3,9;2,2;ASPIRATEUR ROBOT
Nettoyage_sols;604;19,5;19,9;ASPIRATEUR ROBOT
Nettoyage_sols;803;17,7;13,3;ASPIRATEUR ROBOT
Nettoyage_sols;902;3,1;;ASPIRATEUR ROBOT
Nettoyage_sols;1006;8,6;3,5;ASPIRATEUR ROBOT
Nettoyage_sols;402;1,6;2,8;NETTOYEUR VAPEUR
Nettoyage_sols;708;1,9;;NETTOYEUR VAPEUR
Nettoyage_sols;121;;1,2;NETTOYEUR VAPEUR
Ordi_fixes;101;6,6;2,3;
Ordi_fixes;108;45,0;;
Ordi_fixes;110;0,0;78,8;
Ordi_fixes;120;;5,2;
Ordi_fixes;122;;3,0;
Ordi_fixes;123;;2,0;
Ordi_fixes;201;52,5;38,4;
Ordi_fixes;201;50,6;39,6;
Ordi_fixes;206;;50,8;
Ordi_fixes;208;237,1;;
Ordi_fixes;304;67,8;;
Ordi_fixes;309;50,7;94,6;
Ordi_fixes;326;;39,0;
Ordi_fixes;326;;22,0;
Ordi_fixes;406;169,8;290,1;
Ordi_fixes;406;59,1;26,8;
Ordi_fixes;421;;18,2;
Ordi_fixes;502;213,7;249,0;
Ordi_fixes;503;75,8;27,3;
Ordi_fixes;505;10,2;9,1;
Ordi_fixes;520;;9,6;
Ordi_fixes;601;377,3;706,5;
Ordi_fixes;603;288,9;75,4;
Ordi_fixes;604;149,5;198,2;
Ordi_fixes;605;321,2;519,4;
Ordi_fixes;705;41,2;25,7;
Ordi_fixes;705;;90,2;
Ordi_fixes;709;6,2;46,0;
Ordi_fixes;720;;11,5;
Ordi_fixes;721;;19,3;
Ordi_fixes;803;272,4;457,6;
Ordi_fixes;803;51,3;32,8;
Ordi_fixes;803;1,7;2,5;
Ordi_fixes;805;58,2;23,5;
Ordi_fixes;806;;2,0;
Ordi_fixes;808;416,9;;
Ordi_fixes;809;58,1;;
Ordi_fixes;820;;41,6;
Ordi_fixes;823;;49,7;
Ordi_fixes;903;523,7;554,1;
Ordi_fixes;906;77,4;;
Ordi_fixes;909;14,3;;
Ordi_fixes;910;136,9;;
Ordi_fixes;921;;4,4;
Ordi_fixes;922;;0,6;
Ordi_fixes;1003;29,3;20,8;
Ordi_fixes;1004;18,9;4,7;
Ordi_fixes;1007;285,6;734,1;
Ordi_fixes;1008;37,4;;
Ordi_fixes;1009;89,9;76,7;
Ordi_fixes;1009;15,0;;
Ordi_fixes;1010;126,1;144,1;
Ordi_portables;102;10,3;;
Ordi_portables;103;23,9;25,5;
Ordi_portables;104;21,1;;
Ordi_portables;105;28,6;36,4;
Ordi_portables;106;49,0;;
Ordi_portables;107;20,4;31,6;
Ordi_portables;109;23,1;;
Ordi_portables;110;10,9;23,3;
Ordi_portables;202;15,6;;
Ordi_portables;203;18,3;26,8;
Ordi_portables;204;182,7;122,7;
Ordi_portables;204;182,2;;
Ordi_portables;204;13,4;;
Ordi_portables;205;25,5;27,1;
Ordi_portables;206;19,6;42,6;
Ordi_portables;206;14,2;;
Ordi_portables;207;1,8;2,5;
Ordi_portables;209;2,8;12,9;
Ordi_portables;210;73,8;70,5;
Ordi_portables;210;11,3;;
Ordi_portables;301;6,5;;
Ordi_portables;302;0,0;;
Ordi_portables;303;140,3;153,3;
Ordi_portables;303;6,5;2,6;
Ordi_portables;303;1,8;;
Ordi_portables;304;0,0;;
Ordi_portables;305;40,6;49,5;
Ordi_portables;306;28,0;37,5;
Ordi_portables;307;38,8;;
Ordi_portables;308;35,6;31,1;
Ordi_portables;308;4,0;1,0;
Ordi_portables;309;117,9;123,9;
Ordi_portables;310;6,3;;
Ordi_portables;311;48,9;11,2;
Ordi_portables;311;1,2;4,8;
Ordi_portables;401;36,8;;
Ordi_portables;401;16,0;;
Ordi_portables;402;4,9;83,6;
Ordi_portables;403;0,0;2,9;
Ordi_portables;404;7,1;8,9;
Ordi_portables;406;16,9;8,6;
Ordi_portables;406;13,7;65,6;
Ordi_portables;407;10,2;0,0;
Ordi_portables;407;7,9;7,5;
Ordi_portables;407;1,0;;
Ordi_portables;408;21,0;;
Ordi_portables;409;2,4;2,5;
Ordi_portables;410;12,6;7,6;
Ordi_portables;501;57,1;;
Ordi_portables;502;5,6;;
Ordi_portables;503;7,7;232,9;
Ordi_portables;504;24,2;27,6;
Ordi_portables;505;0,8;;
Ordi_portables;506;13,1;12,3;
Ordi_portables;508;5,0;9,7;
Ordi_portables;509;24,3;;
Ordi_portables;510;2,7;1,4;
Ordi_portables;602;19,6;95,0;
Ordi_portables;605;9,6;1,6;
Ordi_portables;606;7,7;9,9;
Ordi_portables;607;10,9;8,7;
Ordi_portables;607;7,6;17,4;
Ordi_portables;607;6,2;7,8;
Ordi_portables;608;3,3;2,0;
Ordi_portables;701;0,4;;
Ordi_portables;702;32,1;20,6;
Ordi_portables;703;6,8;10,9;
Ordi_portables;704;4,0;10,7;
Ordi_portables;708;19,2;;
Ordi_portables;709;6,8;5,1;
Ordi_portables;803;7,0;6,2;
Ordi_portables;804;42,2;46,1;
Ordi_portables;804;5,5;;
Ordi_portables;805;13,1;6,7;
Ordi_portables;807;8,0;6,9;
Ordi_portables;808;0,0;;
Ordi_portables;810;7,9;6,8;
Ordi_portables;901;9,6;12,2;
Ordi_portables;902;7,7;13,2;
Ordi_portables;904;74,5;;
Ordi_portables;905;19,3;21,1;
Ordi_portables;907;10,3;6,3;
Ordi_portables;908;5,3;0,6;
Ordi_portables;909;5,1;3,4;
Ordi_portables;911;4,8;6,6;
Ordi_portables;1001;22,9;30,8;
Ordi_portables;1002;13,7;9,2;
Ordi_portables;1005;0,2;0,5;
Ordi_portables;1006;24,7;16,0;
Ordi_portables;1009;4,4;2,6;
Ordi_portables;1011;33,6;;
Ordi_portables;120;;5,2;
Ordi_portables;122;;3,0;
Ordi_portables;326;;39,0;
Ordi_portables;421;;18,2;
Ordi_portables;520;;9,6;
Ordi_portables;720;;11,5;
Ordi_portables;806;;2,0;
Ordi_portables;820;;41,6;
Ordi_portables;823;;49,7;
Ordi_portables;921;;4,4;
Ordi_portables;922;;0,6;
Ordi_portables;120;;7,1;
Ordi_portables;421;;8,8;
Ordi_portables;503;;7,1;
Ordi_portables;822;;6,7;
Ordi_portables;823;;14,6;
Ordi_portables;420;;3,0;
Périph_info_bureautique;605;12,0;12,5;ASSISTANT VOCAL
Périph_info_bureautique;821;;19,0;ASSISTANT VOCAL
Périph_info_bureautique;108;5,3;;DISQUE DUR
Périph_info_bureautique;705;52,6;;HUB USB
Périph_info_bureautique;509;13,1;;SCANNER CODES BARRES
Périph_info_bureautique;510;13,1;;SCANNER CODES BARRES
Périph_info_bureautique;704;24,5;;SCANNER CODES BARRES
Périph_info_bureautique;705;14,9;;SCANNER CODES BARRES
Périph_Internet_réseaux;304;8,0;;SERVEUR
Périph_Internet_réseaux;607;122,7;153,8;SERVEUR
Périph_Internet_réseaux;1005;76,3;76,2;SERVEUR
Périph_Internet_réseaux;1007;;183,0;SERVEUR
Périph_Internet_réseaux;803;44,4;42,8;SWITCH ETHERNET
Periph_multimedia;204;130,2;95,0;DÉCODEUR
Periph_multimedia;505;125,6;102,0;DÉCODEUR
Periph_multimedia;803;97,6;98,0;DÉCODEUR
Periph_multimedia;808;114,3;;DÉCODEUR
Periph_multimedia;810;5,5;10,4;DÉCODEUR
Periph_multimedia;911;42,9;42,9;DÉCODEUR
Periph_multimedia;409;0,6;0,6;LECTEUR DVD OU BLU RAY
Periph_multimedia;506;1,4;0,7;LECTEUR DVD OU BLU RAY
Periph_multimedia;601;51,5;27,1;LECTEUR DVD OU BLU RAY
Periph_multimedia;604;25,9;24,1;LECTEUR DVD OU BLU RAY
Periph_multimedia;908;0,5;0,5;LECTEUR DVD OU BLU RAY
Periph_multimedia;1001;5,1;;LECTEUR DVD OU BLU RAY
Periph_multimedia;1004;1,3;0,0;LECTEUR DVD OU BLU RAY
Periph_multimedia;720;;142,0;LECTEUR DVD OU BLU RAY
Piscines;206;2679,4;;SPA
Piscines;502;344,0;;SPA
Piscines;505;215,0;;PETITE
Piscines;508;5033,1;-;SPA
Piscines;508;346,5;;HORS SOL
Piscines;721;525,3;;HORS SOL
Piscines;803;364,6;;PETITE
Piscines;804;1746,8;1635,2;HORS SOL
Piscines;805;101,5;;PETITE
Piscines;902;206,5;268,3;HORS SOL
Piscines;911;2734,2;4086,3;ENTERRÉE
Piscines;1004;2517,0;1211,0;HORS SOL
Piscines;1010;1488,9;1247,1;ENTERRÉE
Piscines;1011;266,0;0,6;HORS SOL
Plaques cuisson;106;14,3;;FONTE
Plaques cuisson;603;182,1;;FONTE
Plaques cuisson;1002;99,7;99,4;FONTE
Plaques cuisson;421;;177,4;FONTE
Plaques cuisson;102;95,9;55,1;INDUCTION
Plaques cuisson;103;74,8;98,4;INDUCTION
Plaques cuisson;108;72,2;;INDUCTION
Plaques cuisson;110;129,5;139,2;INDUCTION
Plaques cuisson;206;158,6;157,4;INDUCTION
Plaques cuisson;207;51,7;98,9;INDUCTION
Plaques cuisson;306;212,0;306,2;INDUCTION
Plaques cuisson;401;206,0;;INDUCTION
Plaques cuisson;410;93,6;101,5;INDUCTION
Plaques cuisson;502;121,8;160,3;INDUCTION
Plaques cuisson;508;126,5;152,7;INDUCTION
Plaques cuisson;608;15,7;19,1;INDUCTION
Plaques cuisson;703;270,4;369,9;INDUCTION
Plaques cuisson;705;55,2;46,2;INDUCTION
Plaques cuisson;706;212,0;292,8;INDUCTION
Plaques cuisson;801;187,6;153,2;INDUCTION
Plaques cuisson;803;170,3;230,7;INDUCTION
Plaques cuisson;804;107,9;116,3;INDUCTION
Plaques cuisson;806;84,4;61,1;INDUCTION
Plaques cuisson;807;64,8;84,2;INDUCTION
Plaques cuisson;902;246,2;216,8;INDUCTION
Plaques cuisson;906;130,7;;INDUCTION
Plaques cuisson;908;65,6;86,1;INDUCTION
Plaques cuisson;910;40,7;;INDUCTION
Plaques cuisson;1009;24,3;;INDUCTION
Plaques cuisson;1010;398,5;431,0;INDUCTION
Plaques cuisson;1011;307,9;344,8;INDUCTION
Plaques cuisson;123;;82,6;INDUCTION
Plaques cuisson;326;;100,6;INDUCTION
Plaques cuisson;420;;18,6;INDUCTION
Plaques cuisson;721;;78,0;INDUCTION
Plaques cuisson;820;;48,2;INDUCTION
Plaques cuisson;821;;83,8;INDUCTION
Plaques cuisson;822;;41,4;INDUCTION
Plaques cuisson;823;;125,2;INDUCTION
Plaques cuisson;921;;169,6;INDUCTION
Plaques cuisson;1001;;96,9;INDUCTION
Plaques cuisson;305;0,5;0,8;MIXTE
Plaques cuisson;406;15,1;48,7;MIXTE
Plaques cuisson;505;0,0;0,0;MIXTE
Plaques cuisson;802;4,1;;MIXTE
Plaques cuisson;106;68,9;;VITROCÉRAMIQUE
Plaques cuisson;301;45,3;55,1;VITROCÉRAMIQUE
Plaques cuisson;307;168,3;;VITROCÉRAMIQUE
Plaques cuisson;309;4,7;2,4;VITROCÉRAMIQUE
Plaques cuisson;402;57,6;82,1;VITROCÉRAMIQUE
Plaques cuisson;408;61,8;;VITROCÉRAMIQUE
Plaques cuisson;509;86,0;;VITROCÉRAMIQUE
Plaques cuisson;605;105,5;140,5;VITROCÉRAMIQUE
Plaques cuisson;607;531,6;601,2;VITROCÉRAMIQUE
Plaques cuisson;704;162,7;145,2;VITROCÉRAMIQUE
Plaques cuisson;707;98,9;129,6;VITROCÉRAMIQUE
Plaques cuisson;905;166,5;151,3;VITROCÉRAMIQUE
Plaques cuisson;911;489,9;534,3;VITROCÉRAMIQUE
Plaques cuisson;1003;152,6;169,0;VITROCÉRAMIQUE
Plaques cuisson;1007;180,5;182,8;VITROCÉRAMIQUE
Plaques cuisson;120;;111,8;VITROCÉRAMIQUE
Plaques cuisson;320;;198,4;VITROCÉRAMIQUE
Plaques cuisson;922;;46,7;VITROCÉRAMIQUE
Poêles;103;151,1;134,7;POELE A GRANULES
Poêles;202;87,4;101,7;POELE A GRANULES
Poêles;401;75,7;;POELE A GRANULES
Poêles;508;38,7;26,1;POELE A GRANULES
Poêles;709;70,5;83,7;POELE A GRANULES
Poêles;810;147,8;;POELE A GRANULES
Poêles;209;;34,8;POELE A GRANULES
Poêles;720;;202,1;POELE A GRANULES
Poêles;407;38,1;37,1;POELE PÉTROLE
Pompes;906;372,6;;MICROSTATION
Pompes;707;3,4;5,7;POMPE CAVE
Pompes;706;7,7;10,0;POMPE FOSSE SCEPTIQUE
Pompes;1010;135,5;72,8;POMPE JARDIN
Pompes;620;;3,4;POMPE JARDIN
Pompes;720;;24,9;POMPE JARDIN
Pompes;206;;39,9;POMPE JARDIN
Réfricongélateur;401;451,2;;
Réfricongélateur;406;927,7;1001,3;
Réfricongélateur;803;920,8;972,0;
Réfricongélateur;1011;389,7;393,4;
Réfricongélateur;721;;750,2;
Réfricongélateur;101;119,1;123,7;
Réfricongélateur;102;252,0;229,3;
Réfricongélateur;103;268,2;256,7;
Réfricongélateur;104;172,9;;
Réfricongélateur;105;248,4;244,7;
Réfricongélateur;106;496,8;;
Réfricongélateur;107;268,7;275,7;
Réfricongélateur;109;335,4;;
Réfricongélateur;110;230,9;232,4;
Réfricongélateur;202;320,6;146,6;
Réfricongélateur;204;186,7;228,3;
Réfricongélateur;205;525,6;554,7;
Réfricongélateur;207;218,5;200,5;
Réfricongélateur;210;291,1;197,5;
Réfricongélateur;302;211,3;210,4;
Réfricongélateur;303;385,4;402,2;
Réfricongélateur;304;443,2;;
Réfricongélateur;305;434,9;239,3;
Réfricongélateur;306;496,5;474,6;
Réfricongélateur;307;260,5;;
Réfricongélateur;308;349,5;328,3;
Réfricongélateur;309;534,4;586,0;
Réfricongélateur;310;251,3;254,1;
Réfricongélateur;311;398,6;449,1;
Réfricongélateur;402;364,2;348,3;
Réfricongélateur;403;185,8;173,2;
Réfricongélateur;404;203,7;229,6;
Réfricongélateur;408;274,1;;
Réfricongélateur;409;251,9;277,5;
Réfricongélateur;410;335,0;336,7;
Réfricongélateur;501;272,4;;
Réfricongélateur;502;771,3;784,6;
Réfricongélateur;502;285,1;262,3;
Réfricongélateur;503;308,2;354,0;
Réfricongélateur;504;344,5;355,7;
Réfricongélateur;505;358,3;437,7;
Réfricongélateur;506;247,3;249,7;
Réfricongélateur;507;314,1;328,6;
Réfricongélateur;508;336,5;375,2;
Réfricongélateur;509;681,1;;
Réfricongélateur;510;283,4;325,0;
Réfricongélateur;601;441,9;338,6;
Réfricongélateur;601;313,9;409,0;
Réfricongélateur;602;178,8;217,2;
Réfricongélateur;604;310,6;353,6;
Réfricongélateur;605;345,1;325,3;
Réfricongélateur;606;300,8;334,3;
Réfricongélateur;607;273,5;263,5;
Réfricongélateur;608;240,0;230,5;
Réfricongélateur;702;303,1;252,0;
Réfricongélateur;702;44,0;566,1;
Réfricongélateur;703;335,1;390,2;
Réfricongélateur;704;369,0;368,9;
Réfricongélateur;706;431,5;354,8;
Réfricongélateur;707;302,6;315,5;
Réfricongélateur;707;244,3;286,1;
Réfricongélateur;709;193,2;199,3;
Réfricongélateur;801;590,1;541,9;
Réfricongélateur;802;225,6;;
Réfricongélateur;806;376,3;389,0;
Réfricongélateur;807;429,8;405,2;
Réfricongélateur;808;334,0;;
Réfricongélateur;809;352,6;;
Réfricongélateur;810;448,1;416,7;
Réfricongélateur;902;308,6;349,1;
Réfricongélateur;903;383,7;363,9;
Réfricongélateur;904;239,0;;
Réfricongélateur;905;392,1;441,4;
Réfricongélateur;906;430,0;;
Réfricongélateur;907;489,3;252,0;
Réfricongélateur;908;302,0;306,3;
Réfricongélateur;909;342,0;319,6;
Réfricongélateur;910;240,5;;
Réfricongélateur;911;508,1;513,0;
Réfricongélateur;912;400,2;382,5;
Réfricongélateur;1001;296,3;280,2;
Réfricongélateur;1002;281,8;278,9;
Réfricongélateur;1004;304,7;295,0;
Réfricongélateur;1005;548,8;563,0;
Réfricongélateur;1007;294,7;290,3;
Réfricongélateur;1008;303,2;;
Réfricongélateur;1009;236,6;231,5;
Réfricongélateur;1009;178,5;82,6;
Réfricongélateur;120;;340,1;
Réfricongélateur;121;;206,1;
Réfricongélateur;123;;313,3;
Réfricongélateur;420;;206,1;
Réfricongélateur;421;;418,2;
Réfricongélateur;520;;306,7;
Réfricongélateur;620;;399,6;
Réfricongélateur;720;;558,6;
Réfricongélateur;722;;365,7;
Réfricongélateur;820;;266,9;
Réfricongélateur;821;;188,6;
Réfricongélateur;822;;473,2;
Réfricongélateur;823;;351,0;
Réfricongélateur;921;;328,7;
Réfricongélateur;922;;478,5;
Réfricongélateur;122;;258,7;
Réfricongélateur;326;;170,6;
Réfrigérateur;107;111,4;;
Réfrigérateur;108;209,1;;
Réfrigérateur;201;201,4;179,2;
Réfrigérateur;203;136,6;118,8;
Réfrigérateur;206;108,7;100,0;
Réfrigérateur;208;95,7;;
Réfrigérateur;209;157,6;150,2;
Réfrigérateur;209;272,9;248,0;
Réfrigérateur;301;142,9;127,8;
Réfrigérateur;405;111,1;114,7;
Réfrigérateur;406;452,8;399,1;
Réfrigérateur;407;195,6;189,0;
Réfrigérateur;602;161,5;158,4;
Réfrigérateur;603;155,8;148,4;
Réfrigérateur;607;195,4;195,5;
Réfrigérateur;701;148,9;;
Réfrigérateur;705;124,5;121,7;
Réfrigérateur;705;250,4;212,8;
Réfrigérateur;708;117,5;;
Réfrigérateur;709;148,6;110,3;
Réfrigérateur;803;39,8;80,8;
Réfrigérateur;804;208,3;206,5;
Réfrigérateur;805;170,2;164,0;
Réfrigérateur;901;111,3;148,2;
Réfrigérateur;902;153,6;152,4;
Réfrigérateur;1003;113,5;104,0;
Réfrigérateur;1006;210,3;222,9;
Réfrigérateur;1010;137,8;143,7;
Réfrigérateur;320;;136,5;
Repassage;210;0,0;0,0;CENTRALE VAPEUR DE REPASSAGE
Repassage;302;33,7;27,9;CENTRALE VAPEUR DE REPASSAGE
Repassage;303;38,3;34,4;CENTRALE VAPEUR DE REPASSAGE
Repassage;304;29,0;;CENTRALE VAPEUR DE REPASSAGE
Repassage;309;34,3;12,0;CENTRALE VAPEUR DE REPASSAGE
Repassage;506;7,1;14,2;CENTRALE VAPEUR DE REPASSAGE
Repassage;604;38,1;25,9;CENTRALE VAPEUR DE REPASSAGE
Repassage;704;11,2;18,3;CENTRALE VAPEUR DE REPASSAGE
Repassage;806;13,4;9,5;CENTRALE VAPEUR DE REPASSAGE
Repassage;809;22,3;;CENTRALE VAPEUR DE REPASSAGE
Repassage;903;23,7;22,7;CENTRALE VAPEUR DE REPASSAGE
Repassage;911;42,2;29,9;CENTRALE VAPEUR DE REPASSAGE
Repassage;121;;14,5;CENTRALE VAPEUR DE REPASSAGE
Repassage;720;;16,8;CENTRALE VAPEUR DE REPASSAGE
Repassage;721;;10,8;CENTRALE VAPEUR DE REPASSAGE
Repassage;722;;16,5;CENTRALE VAPEUR DE REPASSAGE
Repassage;902;;37,7;CENTRALE VAPEUR DE REPASSAGE
Repassage;420;;2,7;CENTRALE VAPEUR DE REPASSAGE
Repassage;403;42,0;13,7;FER À REPASSER
Repassage;705;45,0;40,0;FER À REPASSER
Santé;201;104,8;;APNESOMMEIL
Santé;208;52,4;;APNESOMMEIL
Santé;309;40,4;81,1;APNESOMMEIL
Santé;307;34,2;;APNESOMMEIL
Santé;407;25,0;25,0;APNESOMMEIL
Santé;121;;25,0;APNESOMMEIL
Santé;403;46,5;;CHARGEUR FAUTEUIL ROULANT
Sèche linge;607;782,6;549,8;CONDENSATION
Sèche linge;701;562,9;;CONDENSATION
Sèche linge;809;468,6;;CONDENSATION
Sèche linge;304;463,4;;CONDENSATION
Sèche linge;802;451,3;;CONDENSATION
Sèche linge;311;448,6;454,0;CONDENSATION
Sèche linge;1004;405,5;411,8;CONDENSATION
Sèche linge;105;268,3;235,9;CONDENSATION
Sèche linge;508;259,8;288,3;CONDENSATION
Sèche linge;903;234,7;235,2;CONDENSATION
Sèche linge;210;226,1;357,6;CONDENSATION
Sèche linge;502;218,4;359,5;CONDENSATION
Sèche linge;401;212,6;;CONDENSATION
Sèche linge;106;188,5;;CONDENSATION
Sèche linge;807;113,9;136,0;CONDENSATION
Sèche linge;303;108,5;36,2;CONDENSATION
Sèche linge;705;99,5;35,6;CONDENSATION
Sèche linge;604;83,2;67,0;CONDENSATION
Sèche linge;310;7,7;13,4;CONDENSATION
Sèche linge;720;;54,5;CONDENSATION
Sèche linge;820;;31,0;CONDENSATION
Sèche linge;206;1123,2;1267,3;EVACUATION
Sèche linge;1008;562,2;;EVACUATION
Sèche linge;1011;485,4;365,8;EVACUATION
Sèche linge;1009;376,0;455,6;EVACUATION
Sèche linge;808;171,2;;EVACUATION
Sèche linge;1010;146,2;111,0;EVACUATION
Sèche linge;702;141,2;179,7;EVACUATION
Sèche linge;108;25,5;;EVACUATION
Sèche linge;902;287,6;353,8;POMPE À CHALEUR
Sèche linge;803;228,8;230,4;POMPE À CHALEUR
Sèche linge;406;119,7;128,9;POMPE À CHALEUR
Sèche linge;104;53,9;;POMPE À CHALEUR
Sécurité;410;224,2;39,8;CAMÉRA WIFI
Sécurité;709;96,4;101,8;PORTE OU PORTAIL AUTOMATIQUE
Sécurité;803;115,7;115,7;PORTE OU PORTAIL AUTOMATIQUE
